Type,Operation,String_expresion,CIR_regularizado,Explicit,String
DATE,Danchor,Next November 4th,<pad>11<pad>04 suma<pad><pad><pad><pad>,implicit,<date Next November 4th <pad>11<pad>04 suma<pad><pad><pad><pad>>
DATE,Danchor,Next March 11,<pad>03<pad>11 suma<pad><pad><pad><pad>,implicit,<date Next March 11 <pad>03<pad>11 suma<pad><pad><pad><pad>>
DATE,Danchor,The 16th is coming,<pad><pad><pad>16 suma<pad><pad><pad><pad>,implicit,<date The 16th is coming <pad><pad><pad>16 suma<pad><pad><pad><pad>>
DATE,Danchor,Next December 19,<pad>12<pad>19 suma<pad><pad><pad><pad>,implicit,<date Next December 19 <pad>12<pad>19 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous day 23,<pad><pad><pad>23 resta<pad><pad><pad><pad>,implicit,<date The previous day 23 <pad><pad><pad>23 resta<pad><pad><pad><pad>>
DATE,Danchor,The following July 5,<pad>07<pad>05 suma<pad><pad><pad><pad>,implicit,<date The following July 5 <pad>07<pad>05 suma<pad><pad><pad><pad>>
DATE,Danchor,The next day 20,<pad><pad><pad>20 suma<pad><pad><pad><pad>,implicit,<date The next day 20 <pad><pad><pad>20 suma<pad><pad><pad><pad>>
DATE,Danchor,Next September 29,<pad>09<pad>29 suma<pad><pad><pad><pad>,implicit,<date Next September 29 <pad>09<pad>29 suma<pad><pad><pad><pad>>
DATE,Danchor,Last September 22,<pad>09<pad>22 resta<pad><pad><pad><pad>,implicit,<date Last September 22 <pad>09<pad>22 resta<pad><pad><pad><pad>>
DATE,Danchor,The next day 1,<pad><pad><pad>01 suma<pad><pad><pad><pad>,implicit,<date The next day 1 <pad><pad><pad>01 suma<pad><pad><pad><pad>>
DATE,Danchor,The twenty-first day that comes,<pad><pad><pad>21 suma<pad><pad><pad><pad>,implicit,<date The twenty-first day that comes <pad><pad><pad>21 suma<pad><pad><pad><pad>>
DATE,Danchor,The next day 3,<pad><pad><pad>03 suma<pad><pad><pad><pad>,implicit,<date The next day 3 <pad><pad><pad>03 suma<pad><pad><pad><pad>>
DATE,Danchor,The next day 11,<pad><pad><pad>11 suma<pad><pad><pad><pad>,implicit,<date The next day 11 <pad><pad><pad>11 suma<pad><pad><pad><pad>>
DATE,Danchor,Last day 6,<pad><pad><pad>06 resta<pad><pad><pad><pad>,implicit,<date Last day 6 <pad><pad><pad>06 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous day 4,<pad><pad><pad>04 resta<pad><pad><pad><pad>,implicit,<date The previous day 4 <pad><pad><pad>04 resta<pad><pad><pad><pad>>
DATE,Danchor,Last September 6,<pad>09<pad>06 resta<pad><pad><pad><pad>,implicit,<date Last September 6 <pad>09<pad>06 resta<pad><pad><pad><pad>>
DATE,Danchor,The following June 4,<pad>06<pad>04 suma<pad><pad><pad><pad>,implicit,<date The following June 4 <pad>06<pad>04 suma<pad><pad><pad><pad>>
DATE,Danchor,Next August 17,<pad>08<pad>17 suma<pad><pad><pad><pad>,implicit,<date Next August 17 <pad>08<pad>17 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous day 5,<pad><pad><pad>05 resta<pad><pad><pad><pad>,implicit,<date The previous day 5 <pad><pad><pad>05 resta<pad><pad><pad><pad>>
DATE,Danchor,Next June 16th,<pad>06<pad>16 suma<pad><pad><pad><pad>,implicit,<date Next June 16th <pad>06<pad>16 suma<pad><pad><pad><pad>>
DATE,Danchor,The next day 6,<pad><pad><pad>06 suma<pad><pad><pad><pad>,implicit,<date The next day 6 <pad><pad><pad>06 suma<pad><pad><pad><pad>>
DATE,Danchor,Last September 6th,<pad>09<pad>06 resta<pad><pad><pad><pad>,implicit,<date Last September 6th <pad>09<pad>06 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous January 28,<pad>01<pad>28 resta<pad><pad><pad><pad>,implicit,<date The previous January 28 <pad>01<pad>28 resta<pad><pad><pad><pad>>
DATE,Danchor,The twenty-seventh of August later,<pad>08<pad>27 suma<pad><pad><pad><pad>,implicit,<date The twenty-seventh of August later <pad>08<pad>27 suma<pad><pad><pad><pad>>
DATE,Danchor,Last day 2,<pad><pad><pad>02 resta<pad><pad><pad><pad>,implicit,<date Last day 2 <pad><pad><pad>02 resta<pad><pad><pad><pad>>
DATE,Danchor,Next December 26th,<pad>12<pad>26 suma<pad><pad><pad><pad>,implicit,<date Next December 26th <pad>12<pad>26 suma<pad><pad><pad><pad>>
DATE,Danchor,The twenty-third is coming,<pad><pad><pad>23 suma<pad><pad><pad><pad>,implicit,<date The twenty-third is coming <pad><pad><pad>23 suma<pad><pad><pad><pad>>
DATE,Danchor,The following June 10,<pad>06<pad>10 suma<pad><pad><pad><pad>,implicit,<date The following June 10 <pad>06<pad>10 suma<pad><pad><pad><pad>>
DATE,Danchor,The next fifteenth,<pad><pad><pad>15 suma<pad><pad><pad><pad>,implicit,<date The next fifteenth <pad><pad><pad>15 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous February 10,<pad>02<pad>10 resta<pad><pad><pad><pad>,implicit,<date The previous February 10 <pad>02<pad>10 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous January 20,<pad>01<pad>20 resta<pad><pad><pad><pad>,implicit,<date The previous January 20 <pad>01<pad>20 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous January 9,<pad>01<pad>09 resta<pad><pad><pad><pad>,implicit,<date The previous January 9 <pad>01<pad>09 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous thirteenth of December,<pad>12<pad>13 resta<pad><pad><pad><pad>,implicit,<date The previous thirteenth of December <pad>12<pad>13 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous day twenty-one,<pad><pad><pad>21 resta<pad><pad><pad><pad>,implicit,<date The previous day twenty-one <pad><pad><pad>21 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous day 12,<pad><pad><pad>12 resta<pad><pad><pad><pad>,implicit,<date The previous day 12 <pad><pad><pad>12 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous day 3,<pad><pad><pad>03 resta<pad><pad><pad><pad>,implicit,<date The previous day 3 <pad><pad><pad>03 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous day 20,<pad><pad><pad>20 resta<pad><pad><pad><pad>,implicit,<date The previous day 20 <pad><pad><pad>20 resta<pad><pad><pad><pad>>
DATE,Danchor,The next day eleven,<pad><pad><pad>11 suma<pad><pad><pad><pad>,implicit,<date The next day eleven <pad><pad><pad>11 suma<pad><pad><pad><pad>>
DATE,Danchor,The twenty-third of June before,<pad>06<pad>23 resta<pad><pad><pad><pad>,implicit,<date The twenty-third of June before <pad>06<pad>23 resta<pad><pad><pad><pad>>
DATE,Danchor,Last August 21,<pad>08<pad>21 resta<pad><pad><pad><pad>,implicit,<date Last August 21 <pad>08<pad>21 resta<pad><pad><pad><pad>>
DATE,Danchor,Next December 1st,<pad>12<pad>01 suma<pad><pad><pad><pad>,implicit,<date Next December 1st <pad>12<pad>01 suma<pad><pad><pad><pad>>
DATE,Danchor,Last day 25th,<pad><pad><pad>25 resta<pad><pad><pad><pad>,implicit,<date Last day 25th <pad><pad><pad>25 resta<pad><pad><pad><pad>>
DATE,Danchor,The next day twenty-six,<pad><pad><pad>26 suma<pad><pad><pad><pad>,implicit,<date The next day twenty-six <pad><pad><pad>26 suma<pad><pad><pad><pad>>
DATE,Danchor,The next day 2,<pad><pad><pad>02 suma<pad><pad><pad><pad>,implicit,<date The next day 2 <pad><pad><pad>02 suma<pad><pad><pad><pad>>
DATE,Danchor,The next day 5,<pad><pad><pad>05 suma<pad><pad><pad><pad>,implicit,<date The next day 5 <pad><pad><pad>05 suma<pad><pad><pad><pad>>
DATE,Danchor,Last September thirtieth,<pad>09<pad>30 resta<pad><pad><pad><pad>,implicit,<date Last September thirtieth <pad>09<pad>30 resta<pad><pad><pad><pad>>
DATE,Danchor,The following day 21,<pad><pad><pad>21 suma<pad><pad><pad><pad>,implicit,<date The following day 21 <pad><pad><pad>21 suma<pad><pad><pad><pad>>
DATE,Danchor,The next day seven,<pad><pad><pad>07 suma<pad><pad><pad><pad>,implicit,<date The next day seven <pad><pad><pad>07 suma<pad><pad><pad><pad>>
DATE,Danchor,Next July 13,<pad>07<pad>13 suma<pad><pad><pad><pad>,implicit,<date Next July 13 <pad>07<pad>13 suma<pad><pad><pad><pad>>
DATE,Danchor,Last day the 14th,<pad><pad><pad>14 resta<pad><pad><pad><pad>,implicit,<date Last day the 14th <pad><pad><pad>14 resta<pad><pad><pad><pad>>
DATE,Danchor,The next day 2,<pad><pad><pad>02 suma<pad><pad><pad><pad>,implicit,<date The next day 2 <pad><pad><pad>02 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous day 2,<pad><pad><pad>02 resta<pad><pad><pad><pad>,implicit,<date The previous day 2 <pad><pad><pad>02 resta<pad><pad><pad><pad>>
DATE,Danchor,Last day five,<pad><pad><pad>05 resta<pad><pad><pad><pad>,implicit,<date Last day five <pad><pad><pad>05 resta<pad><pad><pad><pad>>
DATE,Danchor,Next July 18,<pad>07<pad>18 suma<pad><pad><pad><pad>,implicit,<date Next July 18 <pad>07<pad>18 suma<pad><pad><pad><pad>>
DATE,Danchor,Last day eleven,<pad><pad><pad>11 resta<pad><pad><pad><pad>,implicit,<date Last day eleven <pad><pad><pad>11 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous August 27,<pad>08<pad>27 resta<pad><pad><pad><pad>,implicit,<date The previous August 27 <pad>08<pad>27 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous July 18,<pad>07<pad>18 resta<pad><pad><pad><pad>,implicit,<date The previous July 18 <pad>07<pad>18 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous September 25,<pad>09<pad>25 resta<pad><pad><pad><pad>,implicit,<date The previous September 25 <pad>09<pad>25 resta<pad><pad><pad><pad>>
DATE,Danchor,The next day six,<pad><pad><pad>06 suma<pad><pad><pad><pad>,implicit,<date The next day six <pad><pad><pad>06 suma<pad><pad><pad><pad>>
DATE,Danchor,Next September twenty-eighth,<pad>09<pad>28 suma<pad><pad><pad><pad>,implicit,<date Next September twenty-eighth <pad>09<pad>28 suma<pad><pad><pad><pad>>
DATE,Danchor,Next August tenth,<pad>08<pad>10 suma<pad><pad><pad><pad>,implicit,<date Next August tenth <pad>08<pad>10 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous seventh of September,<pad>09<pad>07 resta<pad><pad><pad><pad>,implicit,<date The previous seventh of September <pad>09<pad>07 resta<pad><pad><pad><pad>>
DATE,Danchor,The next fifteenth,<pad><pad><pad>15 suma<pad><pad><pad><pad>,implicit,<date The next fifteenth <pad><pad><pad>15 suma<pad><pad><pad><pad>>
DATE,Danchor,The following May 13,<pad>05<pad>13 suma<pad><pad><pad><pad>,implicit,<date The following May 13 <pad>05<pad>13 suma<pad><pad><pad><pad>>
DATE,Danchor,Next day the 25th,<pad><pad><pad>25 suma<pad><pad><pad><pad>,implicit,<date Next day the 25th <pad><pad><pad>25 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous day 2,<pad><pad><pad>02 resta<pad><pad><pad><pad>,implicit,<date The previous day 2 <pad><pad><pad>02 resta<pad><pad><pad><pad>>
DATE,Danchor,Last day eight,<pad><pad><pad>08 resta<pad><pad><pad><pad>,implicit,<date Last day eight <pad><pad><pad>08 resta<pad><pad><pad><pad>>
DATE,Danchor,The sixteenth is coming,<pad><pad><pad>16 suma<pad><pad><pad><pad>,implicit,<date The sixteenth is coming <pad><pad><pad>16 suma<pad><pad><pad><pad>>
DATE,Danchor,The following twenty-fourth of September,<pad>09<pad>24 suma<pad><pad><pad><pad>,implicit,<date The following twenty-fourth of September <pad>09<pad>24 suma<pad><pad><pad><pad>>
DATE,Danchor,Last day one,<pad><pad><pad>01 resta<pad><pad><pad><pad>,implicit,<date Last day one <pad><pad><pad>01 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous day 19,<pad><pad><pad>19 resta<pad><pad><pad><pad>,implicit,<date The previous day 19 <pad><pad><pad>19 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous sixteenth of May,<pad>05<pad>16 resta<pad><pad><pad><pad>,implicit,<date The previous sixteenth of May <pad>05<pad>16 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous day seventeen,<pad><pad><pad>17 resta<pad><pad><pad><pad>,implicit,<date The previous day seventeen <pad><pad><pad>17 resta<pad><pad><pad><pad>>
DATE,Danchor,The twelfth of May before,<pad>05<pad>12 resta<pad><pad><pad><pad>,implicit,<date The twelfth of May before <pad>05<pad>12 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous day 29,<pad><pad><pad>29 resta<pad><pad><pad><pad>,implicit,<date The previous day 29 <pad><pad><pad>29 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous sixteenth of May,<pad>05<pad>16 resta<pad><pad><pad><pad>,implicit,<date The previous sixteenth of May <pad>05<pad>16 resta<pad><pad><pad><pad>>
DATE,Danchor,Last October 20,<pad>10<pad>20 resta<pad><pad><pad><pad>,implicit,<date Last October 20 <pad>10<pad>20 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous day 28,<pad><pad><pad>28 resta<pad><pad><pad><pad>,implicit,<date The previous day 28 <pad><pad><pad>28 resta<pad><pad><pad><pad>>
DATE,Danchor,The twenty-third of September before,<pad>09<pad>23 resta<pad><pad><pad><pad>,implicit,<date The twenty-third of September before <pad>09<pad>23 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous January 7,<pad>01<pad>07 resta<pad><pad><pad><pad>,implicit,<date The previous January 7 <pad>01<pad>07 resta<pad><pad><pad><pad>>
DATE,Danchor,The following November 14th,<pad>11<pad>14 suma<pad><pad><pad><pad>,implicit,<date The following November 14th <pad>11<pad>14 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous day 13,<pad><pad><pad>13 resta<pad><pad><pad><pad>,implicit,<date The previous day 13 <pad><pad><pad>13 resta<pad><pad><pad><pad>>
DATE,Danchor,Next September 5th,<pad>09<pad>05 suma<pad><pad><pad><pad>,implicit,<date Next September 5th <pad>09<pad>05 suma<pad><pad><pad><pad>>
DATE,Danchor,Next October twenty-eighth,<pad>10<pad>28 suma<pad><pad><pad><pad>,implicit,<date Next October twenty-eighth <pad>10<pad>28 suma<pad><pad><pad><pad>>
DATE,Danchor,The next day six,<pad><pad><pad>06 suma<pad><pad><pad><pad>,implicit,<date The next day six <pad><pad><pad>06 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous day 16,<pad><pad><pad>16 resta<pad><pad><pad><pad>,implicit,<date The previous day 16 <pad><pad><pad>16 resta<pad><pad><pad><pad>>
DATE,Danchor,Next May 23rd,<pad>05<pad>23 suma<pad><pad><pad><pad>,implicit,<date Next May 23rd <pad>05<pad>23 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous day 14,<pad><pad><pad>14 resta<pad><pad><pad><pad>,implicit,<date The previous day 14 <pad><pad><pad>14 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous June 15,<pad>06<pad>15 resta<pad><pad><pad><pad>,implicit,<date The previous June 15 <pad>06<pad>15 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous day 5,<pad><pad><pad>05 resta<pad><pad><pad><pad>,implicit,<date The previous day 5 <pad><pad><pad>05 resta<pad><pad><pad><pad>>
DATE,Danchor,The following day the 14th,<pad><pad><pad>14 suma<pad><pad><pad><pad>,implicit,<date The following day the 14th <pad><pad><pad>14 suma<pad><pad><pad><pad>>
DATE,Danchor,Last day 27,<pad><pad><pad>27 resta<pad><pad><pad><pad>,implicit,<date Last day 27 <pad><pad><pad>27 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous day ten,<pad><pad><pad>10 resta<pad><pad><pad><pad>,implicit,<date The previous day ten <pad><pad><pad>10 resta<pad><pad><pad><pad>>
DATE,Danchor,The next day twenty-three,<pad><pad><pad>23 suma<pad><pad><pad><pad>,implicit,<date The next day twenty-three <pad><pad><pad>23 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous twentieth of June,<pad>06<pad>20 resta<pad><pad><pad><pad>,implicit,<date The previous twentieth of June <pad>06<pad>20 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous April 6th,<pad>04<pad>06 resta<pad><pad><pad><pad>,implicit,<date The previous April 6th <pad>04<pad>06 resta<pad><pad><pad><pad>>
DATE,Danchor,The next day 6,<pad><pad><pad>06 suma<pad><pad><pad><pad>,implicit,<date The next day 6 <pad><pad><pad>06 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous twenty-fourth of May,<pad>05<pad>24 resta<pad><pad><pad><pad>,implicit,<date The previous twenty-fourth of May <pad>05<pad>24 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous day 27,<pad><pad><pad>27 resta<pad><pad><pad><pad>,implicit,<date The previous day 27 <pad><pad><pad>27 resta<pad><pad><pad><pad>>
DATE,Danchor,The next day 20,<pad><pad><pad>20 suma<pad><pad><pad><pad>,implicit,<date The next day 20 <pad><pad><pad>20 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous twenty-first of October,<pad>10<pad>21 resta<pad><pad><pad><pad>,implicit,<date The previous twenty-first of October <pad>10<pad>21 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous day eight,<pad><pad><pad>08 resta<pad><pad><pad><pad>,implicit,<date The previous day eight <pad><pad><pad>08 resta<pad><pad><pad><pad>>
DATE,Danchor,The following April 20,<pad>04<pad>20 suma<pad><pad><pad><pad>,implicit,<date The following April 20 <pad>04<pad>20 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous day 21,<pad><pad><pad>21 resta<pad><pad><pad><pad>,implicit,<date The previous day 21 <pad><pad><pad>21 resta<pad><pad><pad><pad>>
DATE,Danchor,The following December 7,<pad>12<pad>07 suma<pad><pad><pad><pad>,implicit,<date The following December 7 <pad>12<pad>07 suma<pad><pad><pad><pad>>
DATE,Danchor,The next day 2,<pad><pad><pad>02 suma<pad><pad><pad><pad>,implicit,<date The next day 2 <pad><pad><pad>02 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous April 20,<pad>04<pad>20 resta<pad><pad><pad><pad>,implicit,<date The previous April 20 <pad>04<pad>20 resta<pad><pad><pad><pad>>
DATE,Danchor,On February 2nd,<pad>02<pad>02 resta<pad><pad><pad><pad>,implicit,<date On February 2nd <pad>02<pad>02 resta<pad><pad><pad><pad>>
DATE,Danchor,Next December 7th,<pad>12<pad>07 suma<pad><pad><pad><pad>,implicit,<date Next December 7th <pad>12<pad>07 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous twenty-third of May,<pad>05<pad>23 resta<pad><pad><pad><pad>,implicit,<date The previous twenty-third of May <pad>05<pad>23 resta<pad><pad><pad><pad>>
DATE,Danchor,Last December 27,<pad>12<pad>27 resta<pad><pad><pad><pad>,implicit,<date Last December 27 <pad>12<pad>27 resta<pad><pad><pad><pad>>
DATE,Danchor,Next day the 28th,<pad><pad><pad>28 suma<pad><pad><pad><pad>,implicit,<date Next day the 28th <pad><pad><pad>28 suma<pad><pad><pad><pad>>
DATE,Danchor,Next day the 8th,<pad><pad><pad>08 suma<pad><pad><pad><pad>,implicit,<date Next day the 8th <pad><pad><pad>08 suma<pad><pad><pad><pad>>
DATE,Danchor,The next day 20,<pad><pad><pad>20 suma<pad><pad><pad><pad>,implicit,<date The next day 20 <pad><pad><pad>20 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous December 19,<pad>12<pad>19 resta<pad><pad><pad><pad>,implicit,<date The previous December 19 <pad>12<pad>19 resta<pad><pad><pad><pad>>
DATE,Danchor,The ninth is coming,<pad><pad><pad>09 suma<pad><pad><pad><pad>,implicit,<date The ninth is coming <pad><pad><pad>09 suma<pad><pad><pad><pad>>
DATE,Danchor,The eleventh of April after,<pad>04<pad>11 suma<pad><pad><pad><pad>,implicit,<date The eleventh of April after <pad>04<pad>11 suma<pad><pad><pad><pad>>
DATE,Danchor,Next July 11th,<pad>07<pad>11 suma<pad><pad><pad><pad>,implicit,<date Next July 11th <pad>07<pad>11 suma<pad><pad><pad><pad>>
DATE,Danchor,The twenty-third of September after,<pad>09<pad>23 suma<pad><pad><pad><pad>,implicit,<date The twenty-third of September after <pad>09<pad>23 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous day 10,<pad><pad><pad>10 resta<pad><pad><pad><pad>,implicit,<date The previous day 10 <pad><pad><pad>10 resta<pad><pad><pad><pad>>
DATE,Danchor,Next February 2nd,<pad>02<pad>02 suma<pad><pad><pad><pad>,implicit,<date Next February 2nd <pad>02<pad>02 suma<pad><pad><pad><pad>>
DATE,Danchor,The following January 14,<pad>01<pad>14 suma<pad><pad><pad><pad>,implicit,<date The following January 14 <pad>01<pad>14 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous November 7,<pad>11<pad>07 resta<pad><pad><pad><pad>,implicit,<date The previous November 7 <pad>11<pad>07 resta<pad><pad><pad><pad>>
DATE,Danchor,Last day 5,<pad><pad><pad>05 resta<pad><pad><pad><pad>,implicit,<date Last day 5 <pad><pad><pad>05 resta<pad><pad><pad><pad>>
DATE,Danchor,Next June 1st,<pad>06<pad>01 suma<pad><pad><pad><pad>,implicit,<date Next June 1st <pad>06<pad>01 suma<pad><pad><pad><pad>>
DATE,Danchor,Next October 2nd,<pad>10<pad>02 suma<pad><pad><pad><pad>,implicit,<date Next October 2nd <pad>10<pad>02 suma<pad><pad><pad><pad>>
DATE,Danchor,On July 23rd prior,<pad>07<pad>23 resta<pad><pad><pad><pad>,implicit,<date On July 23rd prior <pad>07<pad>23 resta<pad><pad><pad><pad>>
DATE,Danchor,Last day 8,<pad><pad><pad>08 resta<pad><pad><pad><pad>,implicit,<date Last day 8 <pad><pad><pad>08 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous day 2,<pad><pad><pad>02 resta<pad><pad><pad><pad>,implicit,<date The previous day 2 <pad><pad><pad>02 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous August 5,<pad>08<pad>05 resta<pad><pad><pad><pad>,implicit,<date The previous August 5 <pad>08<pad>05 resta<pad><pad><pad><pad>>
DATE,Danchor,The twenty-seventh coming up,<pad><pad><pad>27 suma<pad><pad><pad><pad>,implicit,<date The twenty-seventh coming up <pad><pad><pad>27 suma<pad><pad><pad><pad>>
DATE,Danchor,The next day twenty-one,<pad><pad><pad>21 suma<pad><pad><pad><pad>,implicit,<date The next day twenty-one <pad><pad><pad>21 suma<pad><pad><pad><pad>>
DATE,Danchor,Last May tenth,<pad>05<pad>10 resta<pad><pad><pad><pad>,implicit,<date Last May tenth <pad>05<pad>10 resta<pad><pad><pad><pad>>
DATE,Danchor,Next August 4th,<pad>08<pad>04 suma<pad><pad><pad><pad>,implicit,<date Next August 4th <pad>08<pad>04 suma<pad><pad><pad><pad>>
DATE,Danchor,The following September 1,<pad>09<pad>01 suma<pad><pad><pad><pad>,implicit,<date The following September 1 <pad>09<pad>01 suma<pad><pad><pad><pad>>
DATE,Danchor,The previous twelfth,<pad><pad><pad>12 resta<pad><pad><pad><pad>,implicit,<date The previous twelfth <pad><pad><pad>12 resta<pad><pad><pad><pad>>
DATE,Danchor,The previous day seven,<pad><pad><pad>07 resta<pad><pad><pad><pad>,implicit,<date The previous day seven <pad><pad><pad>07 resta<pad><pad><pad><pad>>
